Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Per_Quantity,Profit_Margin
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,90.48,2,0.0,23.5248,45.24,25.999999999999996
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Furniture,Chairs,215.976,3,0.2,-2.6997,71.992,-1.25
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Office Supplies,Envelopes,65.94,3,0.0,30.9918,21.98,47.0
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,11.352,3,0.2,2.6961,3.7840000000000003,23.75
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,24.56,2,0.0,6.8768,12.28,28.000000000000004
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,16.56,2,0.0,7.7832,8.28,47.0
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,279.95,5,0.0,67.188,55.989999999999995,24.000000000000004
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,828.84,6,0.0,0.0,138.14000000000001,0.0
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338,2.406,-76.66666666666667
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Supplies,27.2,4,0.2,2.04,6.8,7.5
Standard Class,Corporate,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0.0,18.8937,29.99,21.0
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,318.08,4,0.0,34.9888,79.52,11.0
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,5.8,1,0.0,2.61,5.8,45.0
Second Class,Corporate,United States,Santa Ana,California,92704,West,Technology,Phones,143.952,6,0.2,17.994,23.992,12.5
Second Class,Corporate,United States,Santa Ana,California,92704,West,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,48.00000000000001
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0.0,1.4456,2.78,26.0
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Storage,146.73,3,0.0,2.9346,48.91,2.0
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,29.9,5,0.0,13.455,5.9799999999999995,45.0
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,276.784,2,0.2,89.9548,138.392,32.5
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,93.032,2,0.8,-251.1864,46.516,-270.0
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Chairs,454.965,5,0.3,-136.4895,90.993,-30.0
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Phones,246.168,3,0.2,21.5397,82.056,8.75
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,295.4,5,0.2,-62.7725,59.08,-21.250000000000004
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,348.56,8,0.0,104.568,43.57,30.0
Second Class,Corporate,United States,Troy,Ohio,45373,East,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,35.0
Second Class,Corporate,United States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,0.5,-376.6932,80.49,-78.0
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.98,2,0.0,83.9944,149.99,27.999999999999996
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,403.68,6,0.0,181.656,67.28,45.0
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,41.9,2,0.0,11.732,20.95,27.999999999999996
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0.0,13.2986,4.13,46.0
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,32.4,5,0.0,15.552,6.4799999999999995,48.0
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,369.544,7,0.2,27.7158,52.791999999999994,7.500000000000001
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,5.184,36.25
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,791.88,3,0.2,128.6805,263.96,16.25
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,23.64,3,0.2,5.319,7.88,22.5
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,84.784,2,0.2,-16.9568,42.392,-20.0
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,64.96,5,0.6,-84.448,12.991999999999999,-130.0
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51.296,3.2060000000000004,-160.0
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,177.648,2,0.2,-28.8678,88.824,-16.25
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,0.4,33.5895,95.97000000000001,11.666666666666666
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Supplies,22.368,2,0.2,1.6776,11.184,7.5
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Paper,32.368,7,0.2,11.7334,4.6240000000000006,36.25
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Technology,Accessories,207.984,2,0.2,36.3972,103.992,17.5
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Envelopes,36.4,5,0.0,17.472,7.279999999999999,48.00000000000001
First Class,Home Office,United States,Richmond,Virginia,23223,South,Technology,Accessories,22.96,2,0.0,4.3624,11.48,19.0
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,315.2,4,0.0,6.304,78.8,2.0
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,15.18,3,0.0,7.1346,5.06,47.0
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,623.96,5,0.2,38.9975,124.792,6.25
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,0.4,-93.08,214.8,-21.666666666666664
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,0.2,6.3936,15.984,20.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,0.3,-63.3765,295.757,-7.142857142857144
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,21.696,4,0.2,7.0512,5.424,32.49999999999999
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,22.05,7,0.0,10.584,3.15,48.0
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,99.9,5,0.0,46.953,19.98,47.0
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,90.86,7,0.0,26.3494,12.98,28.999999999999996
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,7.78,1,0.0,3.501,7.78,44.99999999999999
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,78.759,9,0.7,-57.7566,8.751,-73.33333333333333
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,3.1839999999999997,-40.0
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,5.344,4,0.6,-2.1376,1.336,-40.0
Standard Class,Home Office,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Art,8.28,2,0.0,3.4776,4.14,42.0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,50.136,3,0.2,-11.2806,16.712,-22.499999999999996
First Class,Corporate,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,88.074,7,0.7,-58.716,12.581999999999999,-66.66666666666667
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,301.47,3,0.5,-241.176,100.49000000000001,-80.0
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,18.656,2,0.2,1.6324,9.328,8.75
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0.0,9.8856,13.73,36.0
Standard Class,Corporate,United States,Laurel,Maryland,20707,East,Office Supplies,Appliances,125.13,3,0.0,36.2877,41.71,29.000000000000004
Standard Class,Home Office,United States,San Diego,California,92037,West,Technology,Phones,555.96,5,0.2,41.697,111.19200000000001,7.5
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,129.552,3,0.2,-22.6716,43.184,-17.5
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Storage,51.984,1,0.2,-5.1984,51.984,-10.0
Standard Class,Corporate,United States,Wilson,North Carolina,27893,South,Office Supplies,Paper,10.272,3,0.2,3.4668,3.424,33.75
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.336,2,0.7,-12.224,9.168,-66.66666666666667
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,180.96,5,0.2,13.572,36.192,7.5
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Technology,Accessories,475.944,7,0.2,95.1888,67.992,20.0
Second Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,159.98,2,0.0,47.994,79.99,30.000000000000004
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,43.6,4,0.0,12.208,10.9,27.999999999999996
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,8.288,2,0.2,3.0044,4.144,36.25
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Technology,Phones,1123.128,9,0.2,70.1955,124.79199999999999,6.25
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,64.9,5,0.0,18.821,12.98,28.999999999999996
Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928,0.9359999999999999,-160.0
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,99.98,2,0.0,42.9914,49.99,43.0
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Art,8.04,6,0.0,2.7336,1.3399999999999999,34.0
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Office Supplies,Storage,1564.29,13,0.0,406.7154,120.33,26.0
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,138.56,4,0.0,66.5088,34.64,47.99999999999999
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,65.52,5,0.1,12.376,13.104,18.88888888888889
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,14.576,2,0.2,2.3686,7.288,16.249999999999996
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,23.2,2,0.2,1.45,11.6,6.25
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,16.464,7,0.2,1.8522,2.352,11.250000000000002
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19.312,2,0.2,3.1382,9.656,16.249999999999996
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,40.08,6,0.0,19.2384,6.68,48.0
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0.0,27.5292,50.98,27.0
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Paper,259.74,13,0.0,124.6752,19.98,48.0
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0.0,104.7222,28.38,41.0
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4.338,3,0.7,-3.0366,1.446,-70.0
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92,2.3760000000000003,-66.66666666666666
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Bookcases,405.86,7,0.0,32.4688,57.980000000000004,8.0
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Chairs,680.01,3,0.0,176.8026,226.67,26.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,2.376,3,0.2,0.7425,0.7919999999999999,31.250000000000007
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,143.128,2,0.8,-393.602,71.564,-275.0
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,4476.8,4,0.2,503.64,1119.2,11.249999999999998
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,104.85,1,0.0,50.328,104.85,48.00000000000001
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,241.44,3,0.0,72.432,80.48,30.0
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,319.76,14,0.0,147.0896,22.84,46.0
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,45.68,2,0.0,21.0128,22.84,46.0
Same Day,Home Office,United States,Oxnard,California,93030,West,Furniture,Furnishings,31.96,2,0.0,1.598,15.98,5.0
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Paper,47.9,1,0.0,22.992,47.9,48.00000000000001
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Storage,1112.94,3,0.0,222.588,370.98,20.0
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Envelopes,22.92,3,0.0,11.2308,7.640000000000001,49.0
Second Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,71.976,3,0.2,8.997,23.992,12.5
Second Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,48.00000000000001
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,31.086,3,0.7,-20.724,10.362,-66.66666666666667
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,13.98,2,0.0,3.9144,6.99,27.999999999999996
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,23.65,1,0.0,6.149,23.65,26.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,707.88,3,0.2,44.2425,235.96,6.25
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,11.952,3,0.2,4.1832,3.984,35.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,31.128,3,0.2,11.673,10.376,37.5
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,55.76,4,0.0,7.8064,13.94,14.000000000000002
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Paper,24.56,2,0.0,11.5432,12.28,47.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,51.75,1,0.0,15.525,51.75,30.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Chairs,207.184,1,0.2,25.898,207.184,12.5
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Appliances,1473.1,5,0.0,412.468,294.62,28.000000000000004
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976,1.744,-20.0
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Technology,Accessories,21.728,4,0.2,3.8024,5.432,17.5
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663.072,6,0.2,-165.768,110.512,-25.0
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99.588,2,0.7,-82.99,49.794,-83.33333333333334
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Paper,49.568,2,0.2,15.49,24.784,31.25
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,29.372,7,0.8,-46.9952,4.196,-160.0
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,344.704,2,0.2,38.7792,172.352,11.25
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Supplies,47.992,7,0.2,3.5994,6.856,7.500000000000001
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,102.24,4,0.2,-16.614,25.56,-16.25
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,39.96,2,0.0,19.1808,19.98,48.00000000000001
Standard Class,Consumer,United States,San Jose,California,95123,West,Technology,Phones,1432.0,5,0.2,125.3,286.4,8.75
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Supplies,41.04,6,0.0,11.0808,6.84,27.0
