Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Per Quantity,Discount Amount,Performance,Loss Order
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,18.18,4,0.7,-13.938,-76.66666666666667,4.545,12.725999999999999,Loss,True
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,31.744,2,0.2,8.3328,26.25,15.872,6.348800000000001,Low Profit,False
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Labels,5.904,2,0.2,1.9926,33.75,2.952,1.1808,Low Profit,False
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,621.76,4,0.2,46.632,7.5,155.44,124.352,Low Profit,False
First Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,59.98,2,0.0,17.994,30.0,29.99,0.0,Low Profit,False
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,48.87,9,0.0,23.9463,49.00000000000001,5.43,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0.0,69.705,44.99999999999999,30.98,0.0,Low Profit,False
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416,48.00000000000001,1.48,0.0,Low Profit,False
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0.0,13.8828,46.0,10.06,0.0,Low Profit,False
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,24.1,5,0.0,11.086,46.0,4.82,0.0,Low Profit,False
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,8.78,1,0.0,2.2828,26.0,8.78,0.0,Low Profit,False
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.162,18.888888888888893,94.185,37.674,Low Profit,False
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,49.0,7.38,0.0,Low Profit,False
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,11.96,2,0.0,2.99,25.0,5.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,26.4,5,0.0,12.672,48.00000000000001,5.279999999999999,0.0,Low Profit,False
Second Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Appliances,1158.12,5,0.2,130.2885,11.250000000000002,231.62399999999997,231.624,High Profit,False
First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584,-270.0,0.696,1.1136,Loss,True
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Appliances,44.43,3,0.0,18.6606,42.0,14.81,0.0,Low Profit,False
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Technology,Phones,226.2,5,0.0,58.812,26.0,45.239999999999995,0.0,Low Profit,False
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Furnishings,186.54,3,0.0,41.0388,22.000000000000004,62.18,0.0,Low Profit,False
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,265.86,7,0.0,79.758,30.0,37.980000000000004,0.0,Low Profit,False
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,27.9,5,0.0,6.975,25.0,5.58,0.0,Low Profit,False
Standard Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,31.08,4,0.0,8.3916,27.0,7.77,0.0,Low Profit,False
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144,-160.0,3.46,11.072000000000001,Loss,True
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,175.872,4,0.2,63.7536,36.25,43.968,35.174400000000006,Low Profit,False
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,12.96,2,0.0,6.3504,48.99999999999999,6.48,0.0,Low Profit,False
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Appliances,208.44,3,0.0,62.532,30.0,69.48,0.0,Low Profit,False
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Supplies,25.76,2,0.0,0.7728,3.0,12.88,0.0,Low Profit,False
Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,-30.0,91.686,110.0232,Loss,True
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,289.24,7,0.0,26.0316,9.0,41.32,0.0,Low Profit,False
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,69.456,2,0.2,22.5732,32.5,34.728,13.891200000000001,Low Profit,False
Standard Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,35.0,5.184,1.0368000000000002,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,205.164,2,0.1,13.6776,6.666666666666667,102.582,20.5164,Low Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,-87.5,4.272,5.1264,Loss,True
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796,-70.0,6.414,8.9796,Loss,True
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,-42.747,-7.142857142857144,199.486,179.5374,Loss,True
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Furnishings,25.984,1,0.2,-3.8976,-15.0,25.984,5.1968000000000005,Loss,True
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.96,5,0.2,5.837,32.49999999999999,3.592,3.5920000000000005,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,5.04,2,0.0,0.1512,3.0,2.52,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0.0,56.2032,27.0,208.16,0.0,Low Profit,False
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978,10.588235294117647,49.419000000000004,22.23855,Low Profit,False
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,146.76,3,0.0,38.1576,26.0,48.919999999999995,0.0,Low Profit,False
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0.0,14.1728,43.0,16.48,0.0,Low Profit,False
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.0,164.6316,27.999999999999996,195.99,0.0,High Profit,False
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,14.94,3,0.0,7.0218,47.0,4.9799999999999995,0.0,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0.0,12.1401,47.0,3.69,0.0,Low Profit,False
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,5.184,3.1104000000000003,Low Profit,False
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,6.8,1,0.2,0.51,7.5,6.8,1.36,Low Profit,False
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Furnishings,4.224,3,0.2,1.2672,30.0,1.4080000000000001,0.8448000000000001,Low Profit,False
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,143.64,9,0.2,10.773,7.500000000000001,15.959999999999999,28.727999999999998,Low Profit,False
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,31.104,6,0.2,10.8864,35.0,5.184,6.2208000000000006,Low Profit,False
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,223.056,9,0.2,69.705,31.25,24.784000000000002,44.611200000000004,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634,28.999999999999996,37.910000000000004,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606,33.75,11.56,9.248000000000001,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012,46.0,2.61,0.0,Low Profit,False
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0.0,15.594,46.0,6.779999999999999,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792,27.999999999999996,9.38,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48,18.000000000000004,18.0,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938,27.0,30.98,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,245.646,3,0.1,8.1882,3.3333333333333335,81.88199999999999,24.5646,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.19,31.25,18.336000000000002,11.001600000000002,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,35.232,3,0.2,11.4504,32.5,11.744,7.0464,Low Profit,False
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3,0.2,52.3392,10.0,174.46400000000003,104.67840000000001,Low Profit,False
Second Class,Consumer,United States,Lakeland,Florida,33801,South,Technology,Copiers,479.984,2,0.2,89.997,18.75,239.992,95.99680000000001,Low Profit,False
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Art,17.94,3,0.0,6.4584,36.0,5.98,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,166.72,2,0.0,41.68,25.0,83.36,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,24.816,3,0.2,8.3754,33.75,8.272,4.9632000000000005,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,124.36,2,0.0,27.3592,22.0,62.18,0.0,Low Profit,False
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.4,69.9965,11.666666666666666,119.994,239.98800000000003,Low Profit,False
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,198.744,4,0.3,-14.196,-7.142857142857142,49.686,59.6232,Loss,True
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2,0.2,1.148,12.5,4.592,1.8368,Low Profit,False
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,36.25,4.624,1.8496,Low Profit,False
Standard Class,Home Office,United States,Concord,California,94521,West,Furniture,Tables,99.592,1,0.2,2.4898,2.5,99.592,19.918400000000002,Low Profit,False
Standard Class,Home Office,United States,Concord,California,94521,West,Technology,Accessories,399.96,4,0.0,139.986,35.0,99.99,0.0,High Profit,False
First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,5.184,3.1104000000000003,Low Profit,False
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,2.3686,16.249999999999996,7.288,2.9152000000000005,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.12,32.5,41.92,41.92,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,23.32,2,0.0,6.0632,26.0,11.66,0.0,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Paper,30.98,1,0.0,13.941,45.0,30.98,0.0,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Technology,Accessories,119.96,4,0.0,25.1916,21.000000000000004,29.99,0.0,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Chairs,363.92,5,0.2,-31.843,-8.75,72.784,72.784,Loss,True
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,35.808,3,0.2,11.19,31.25,11.936,7.1616,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,122.688,9,0.2,39.8736,32.5,13.632,24.5376,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.517,12.5,127.448,178.4272,High Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Storage,50.22,3,0.0,2.0088,4.0,16.74,0.0,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Appliances,83.42,2,0.0,24.1918,28.999999999999996,41.71,0.0,Low Profit,False
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,5.872,2,0.2,2.1286,36.25,2.936,1.1744,Low Profit,False
Second Class,Corporate,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,12.144,3,0.2,4.0986,33.75,4.048,2.4288000000000003,Low Profit,False
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Envelopes,27.792,3,0.2,10.422,37.5,9.264000000000001,5.558400000000001,Low Profit,False
Standard Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,6.208,2,0.2,0.6984,11.25,3.104,1.2416,Low Profit,False
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Appliances,32.67,3,0.0,8.4942,25.999999999999996,10.89,0.0,Low Profit,False
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0.0,327.9458,26.0,180.19,0.0,High Profit,False
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,38.88,6,0.0,18.6624,48.00000000000001,6.48,0.0,Low Profit,False
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,-165.0,0.982,1.5712000000000002,Loss,True
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,82.656,9,0.2,30.996,37.49999999999999,9.184000000000001,16.531200000000002,Low Profit,False
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0.0,2.691,44.99999999999999,5.98,0.0,Low Profit,False
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,36.25,4.624,1.8496,Low Profit,False
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336,7.5,2.224,0.8896000000000002,Low Profit,False
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,35.0,5.184,1.0368000000000002,Low Profit,False
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.393,8.75,35.184,35.184,Low Profit,False
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316,-175.00000000000003,1.188,3.8016,Loss,True
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008,7.5,6.672,2.6688,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,26.901,49.0,10.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,-17.5651,-76.66666666666667,3.273,16.0377,Loss,True
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,309.456,9,0.2,34.8138,11.249999999999998,34.384,61.891200000000005,Low Profit,False
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,17.5,4.864,3.8912,Low Profit,False
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,-149.6307,-31.666666666666664,157.506,189.0072,Loss,True
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.804,30.0,337.56,202.536,High Profit,False
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628,-73.33333333333334,3.444,12.053999999999998,Loss,True
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0.0,1.6896,48.0,1.76,0.0,Low Profit,False
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644,7.5,180.688,325.2384,High Profit,False
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303,-73.33333333333333,1.719,6.0165,Loss,True
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,-42.9516,-22.5,95.448,38.1792,Loss,True
